Timestamp,Action,Word,Status,MemoryOffset
2026-04-17 14:19:08,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:19:16,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:19:33,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:19:34,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:19:36,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:19:36,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:19:36,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:19:36,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:19:37,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:19:40,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:19:45,Variant1,V1_BOUNDS_BYPASS,Registry_Injected,N/A
2026-04-17 14:19:48,Variant1,V1_BOUNDS_BYPASS,Registry_Injected,N/A
2026-04-17 14:19:50,Variant2,V2_BTB_INJECTION,Registry_Injected,N/A
2026-04-17 14:20:30,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:26:43,Variant1,,Registry_Injected,N/A
2026-04-17 14:26:45,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:26:45,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:26:45,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:26:51,ControlMatch,V1_BOUNDS_BYPASS,Found,RichEditD2DPT1
2026-04-17 14:26:51,ControlMatch,V2_BTB_INJECTION,Found,RichEditD2DPT1
2026-04-17 14:26:51,ControlMatch,DATA,Found,RichEditD2DPT1
2026-04-17 14:26:51,ControlMatch,DATA,Found,RichEditD2DPT2
2026-04-17 14:27:38,MemoryScan,V1_BOUNDS_BYPASS,Extracted,0x400
2026-04-17 14:27:38,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:27:38,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:27:54,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:27:54,MemoryScan,V2_BTB_INJECTION,Extracted,0x400
2026-04-17 14:27:54,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:28:12,Variant2,V2_BTB_INJECTION,Registry_Injected,N/A
2026-04-17 14:28:20,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:28:20,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:28:20,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:28:25,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:28:25,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:28:25,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:28:29,ControlMatch,V1_BOUNDS_BYPASS,Found,RichEditD2DPT1
2026-04-17 14:28:29,ControlMatch,V2_BTB_INJECTION,Found,RichEditD2DPT1
2026-04-17 14:28:29,ControlMatch,DATA,Found,RichEditD2DPT1
2026-04-17 14:28:29,ControlMatch,DATA,Found,RichEditD2DPT2
2026-04-17 14:28:34,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:28:34,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:28:34,MemoryScan,DATA,Extracted,0x400
2026-04-17 14:28:56,Variant2,V2_BTB_INJECTION,Registry_Injected,N/A
2026-04-17 14:29:12,Variant1,V1_BOUNDS_BYPASS,Registry_Injected,N/A
2026-04-17 14:41:24,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:41:24,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:41:36,ControlMatch,V1_BOUNDS_BYPASS,Found,RichEditD2DPT1
2026-04-17 14:41:36,ControlMatch,V2_BTB_INJECTION,Found,RichEditD2DPT1
2026-04-17 14:41:49,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:41:49,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:41:49,MemoryScan, DATA,Extracted,NOT_FOUND
2026-04-17 14:41:49,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:41:49,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:41:49,MemoryScan, DATA,Extracted,NOT_FOUND
2026-04-17 14:41:54,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:41:54,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:41:54,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:41:55,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:41:55,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:41:55,MemoryScan,DATA,Extracted,0x400
2026-04-17 14:42:03,MemoryScan,V1_BOUNDS_BYPASS,Extracted,0x400
2026-04-17 14:42:03,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:42:03,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:42:05,MemoryScan,V1_BOUNDS_BYPASS,Extracted,0x400
2026-04-17 14:42:05,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:42:05,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:42:06,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:42:06,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:42:06,MemoryScan,DATA,Extracted,0x400
2026-04-17 14:42:08,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:42:08,MemoryScan,V2_BTB_INJECTION,Extracted,0x400
2026-04-17 14:42:08,MemoryScan,DATA,Extracted,0x400
2026-04-17 14:42:10,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:42:10,MemoryScan,V2_BTB_INJECTION,Extracted,0x400
2026-04-17 14:42:10,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:42:15,MemoryScan,V1_BOUNDS_BYPASS,Extracted,0x400
2026-04-17 14:42:15,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:42:15,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:42:22,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:42:22,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:42:22,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:42:23,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:42:23,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:42:23,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:42:24,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:42:24,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:42:24,MemoryScan,DATA,Extracted,0x400
2026-04-17 14:43:59,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:43:59,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:43:59,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:44:01,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:44:01,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:44:01,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:44:02,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:44:02,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:44:02,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:44:03,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:44:03,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:44:03,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:44:03,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:44:03,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:44:03,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:44:04,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:44:04,MemoryScan,V2_BTB_INJECTION,Extracted,0x400
2026-04-17 14:44:04,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:44:04,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:44:04,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:44:04,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:44:04,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:44:04,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:44:04,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:44:04,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:44:04,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:44:04,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:44:05,MemoryScan,V1_BOUNDS_BYPASS,Extracted,0x400
2026-04-17 14:44:05,MemoryScan,V2_BTB_INJECTION,Extracted,0x400
2026-04-17 14:44:05,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:44:06,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:44:06,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:44:06,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:44:06,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:44:06,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:44:06,MemoryScan,DATA,Extracted,0x400
2026-04-17 14:50:50,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:50:50,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:50:50,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:50:52,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:50:52,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:50:52,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:50:53,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:50:53,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:50:53,MemoryScan,DATA,Extracted,0x400
2026-04-17 14:50:53,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:50:53,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:50:53,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:50:53,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:50:53,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:50:53,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:50:53,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:50:53,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:50:53,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:50:54,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:50:54,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:50:54,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:50:54,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:50:54,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:50:54,MemoryScan,DATA,Extracted,0x400
2026-04-17 14:50:54,MemoryScan,V1_BOUNDS_BYPASS,Extracted,0x400
2026-04-17 14:50:54,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:50:54,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 14:50:55,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 14:50:55,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 14:50:55,MemoryScan,DATA,Extracted,0x400
2026-04-17 15:04:36,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:04:36,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:04:36,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 15:04:38,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:04:38,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:04:38,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 15:04:38,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:04:38,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:04:38,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 15:04:38,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:04:38,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:04:38,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 15:04:39,MemoryScan,V1_BOUNDS_BYPASS,Extracted,0x400
2026-04-17 15:04:39,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:04:39,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 15:04:39,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:04:39,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:04:39,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 15:04:39,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:04:39,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:04:39,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 15:04:40,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:04:40,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:04:40,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 15:04:40,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:04:40,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:04:40,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 15:04:41,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:04:41,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:04:41,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 15:04:41,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:04:41,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:04:41,MemoryScan,DATA,Extracted,0x400
2026-04-17 15:04:41,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:04:41,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:04:41,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 15:04:42,MemoryScan,V1_BOUNDS_BYPASS,Extracted,0x400
2026-04-17 15:04:42,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:04:42,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 15:04:43,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:04:43,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:04:43,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 15:04:43,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:04:43,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:04:43,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 15:04:44,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:04:44,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:04:44,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 15:04:44,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:04:44,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:04:44,MemoryScan,DATA,Extracted,0x400
2026-04-17 15:06:06,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:06:06,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:06:06,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 15:06:07,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:06:07,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:06:07,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 15:06:08,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:06:08,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:06:08,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 15:06:09,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:06:09,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:06:09,MemoryScan,DATA,Extracted,NOT_FOUND
2026-04-17 15:06:10,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:06:10,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:06:10,MemoryScan,DATA,Extracted,0x400
2026-04-17 15:22:06,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:22:06,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:22:07,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:22:07,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:22:08,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:22:08,MemoryScan,V2_BTB_INJECTION,Extracted,0x400
2026-04-17 15:22:08,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:22:08,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:22:09,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:22:09,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:22:10,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:22:10,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:22:11,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:22:11,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:22:12,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:22:12,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:22:13,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:22:13,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:22:14,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:22:14,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:22:14,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:22:14,MemoryScan,V2_BTB_INJECTION,Extracted,0x400
2026-04-17 15:22:25,MemoryScan,V1_BOUNDS_BYPASS,Extracted,0x400
2026-04-17 15:22:25,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:22:27,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:22:27,MemoryScan,V2_BTB_INJECTION,Extracted,0x400
2026-04-17 15:22:28,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:22:28,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:22:28,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:22:28,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:22:29,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:22:29,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:22:30,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:22:30,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:22:31,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:22:31,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:22:31,MemoryScan,V1_BOUNDS_BYPASS,Extracted,0x400
2026-04-17 15:22:31,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:22:38,Variant1,V1_BOUNDS_BYPASS,Registry_Injected,N/A
2026-04-17 15:24:00,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:24:00,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:24:01,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:24:01,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:24:02,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:24:02,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:24:03,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:24:03,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:24:03,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:24:03,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:24:04,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:24:04,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:24:05,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:24:05,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:24:08,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
2026-04-17 15:24:08,MemoryScan,V2_BTB_INJECTION,Extracted,NOT_FOUND
2026-04-17 15:24:09,MemoryScan,V1_BOUNDS_BYPASS,Extracted,NOT_FOUND
